artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Nina Sky;Move Ya Body;232000;2004;121.057;pop, R&B;0.712;11;-6.313
Jeremih;Down On Me;228453;2010;160.041;hip hop, pop, R&B;0.598;2;-7.783
Backstreet Boys;Shape of My Heart;230093;2000;96.102;pop;0.786;9;-4.353
Bruno Mars;Just the Way You Are;220734;2010;109.021;pop;0.841;5;-5.379
Billie Eilish;bad guy;194087;2019;135.128;pop, Dance/Electronic;0.425;7;-10.965
Meghan Trainor;All About That Bass;187920;2015;134.052;pop;0.887;9;-3.726
Future;Mask Off;204600;2017;150.062;hip hop, pop;0.434;2;-8.795
Timbaland;If We Ever Meet Again (Featuring Katy Perry);292706;2009;126.091;hip hop, pop, R&B;0.605;8;-7.371
Puddle Of Mudd;Blurry;303920;2001;157.469;rock, metal;0.936;3;-4.537
Jessie J;Bang Bang;199386;2014;150.028;hip hop, pop;0.786;0;-3.417
Black Eyed Peas;Just Can’t Get Enough;219426;2010;94.05;hip hop, pop;0.628;0;-8.685
Jordin Sparks;Tattoo;233466;2007;168.005;pop, R&B;0.766;2;-5.036
Calvin Harris;Acceptable in the 80's;333680;2007;127.99;hip hop, pop, Dance/Electronic;0.808;7;-5.454
Kesha;Die Young;211920;2012;128.001;pop, Dance/Electronic;0.7;1;-4.805
Five;Let's Dance - Radio Edit;218626;2001;118.007;pop;0.821;4;-7.853
Stereophonics;Dakota;297426;2005;146.994;rock, pop;0.93;4;-3.499
Miley Cyrus;Party In The U.S.A.;202066;2009;96.021;pop;0.698;10;-4.667
Lil Nas X;Old Town Road - Remix;157066;2019;136.041;hip hop, pop;0.619;6;-5.56
Akon;Bananza (Belly Dancer);238493;2004;104.838;pop;0.699;10;-5.897
Jason Derulo;The Other Side;226986;2013;127.923;hip hop, pop;0.836;9;-3.939
Nelly;Air Force Ones;304000;2002;164.062;hip hop, pop, R&B;0.459;4;-9.74
Infernal;From Paris to Berlin;209666;2004;126.069;pop;0.869;9;-6.534
Baby Bash;Suga Suga;239026;2003;82.331;hip hop, pop, R&B, latin;0.748;5;-3.041
Ne-Yo;So Sick;207186;2006;92.791;pop, R&B;0.574;6;-8.336
Mark Ronson;Uptown Funk (feat. Bruno Mars);269666;2015;114.988;pop;0.609;0;-7.223
Carly Rae Jepsen;Call Me Maybe;193400;2012;120.021;pop, Dance/Electronic;0.58;7;-6.548
Sofía Reyes;1, 2, 3 (feat. Jason Derulo & De La Ghetto);201526;2018;94.968;pop, latin;0.895;1;-3.112
JoJo;Leave (Get Out) - Radio Edit;242746;2005;86.891;hip hop, pop, R&B;0.513;5;-8.691
Beyoncé;Sweet Dreams;208066;2008;121.949;pop, R&B;0.825;1;-5.986
My Chemical Romance;Welcome to the Black Parade;311106;2006;96.95;rock;0.905;2;-4.103
Christina Milian;AM To PM;231213;2001;105.005;hip hop, pop, R&B;0.868;10;-3.036
Aaliyah;Miss You - Main;245240;2002;109.598;hip hop, pop, R&B;0.34;10;-9.867
Regard;Ride It;157605;2019;117.948;pop, Dance/Electronic;0.751;7;-4.258
Post Malone;Better Now;231266;2018;145.038;hip hop;0.578;10;-5.804
T-Pain;Bartender (feat. Akon);238800;2007;104.987;hip hop, pop, R&B;0.394;8;-8.539
Cheryl;Fight For This Love;223253;2009;122.988;pop, Dance/Electronic;0.741;7;-5.873
JAY-Z;Young Forever;253906;2009;140.329;hip hop;0.69;9;-3.214
Guy Sebastian;Battle Scars (feat. Lupe Fiasco);250080;2012;83.993;pop;0.863;5;-2.632
Lady Gaga;Bad Romance;294573;2009;119.001;pop;0.921;0;-3.755
Sech;Otro Trago;225933;2019;176.044;latin;0.7;0;-4.669
Madonna;Sorry;281880;2005;132.971;pop;0.877;0;-6.229
Black Eyed Peas;The Time (Dirty Bit);307640;2010;127.979;hip hop, pop;0.813;6;-7.798
Mystikal;Shake Ya Ass;256973;2000;98.054;hip hop, pop;0.607;7;-5.658
Sean Paul;Temperature;218573;2005;125.04;hip hop, pop;0.6;0;-4.675
FINNEAS;Let's Fall in Love for the Night;190348;2018;127.921;rock, pop, Dance/Electronic;0.408;5;-7.941
Craig David;Don't Love You No More (I'm Sorry);243986;2005;100.113;hip hop, pop, R&B;0.558;7;-7.076
Post Malone;Sunflower - Spider-Man: Into the Spider-Verse;157560;2019;89.96;hip hop;0.522;2;-4.368
Missy Elliott;Gossip Folks (feat. Ludacris);234893;2002;121.732;hip hop, pop, R&B;0.538;0;-5.264
Sean Paul;Get Busy;211666;2002;100.202;hip hop, pop;0.824;10;-4.143
Britney Spears;Work B**ch;247853;2013;128.012;pop;0.816;9;-6.535
Daddy Yankee;Gasolina;192600;2004;96.009;latin;0.801;0;-6.499
Nickelback;How You Remind Me;223840;2001;172.094;rock, metal;0.764;10;-5.042
Faith Hill;There You'll Be;222120;2001;128.98;pop, country;0.511;8;-7.77
3OH!3;My First Kiss (feat. Ke$ha);192440;2010;138.021;hip hop, pop, rock;0.889;0;-4.166
Madonna;Give It 2 Me;287906;2008;127.019;pop;0.954;8;-3.512
112;It's Over Now;264933;2001;97.988;hip hop, pop, R&B;0.71;1;-4.541
Two Door Cinema Club;What You Know;189693;2010;139.048;World/Traditional, rock, pop;0.753;6;-4.003
Katy Perry;Roar;223546;2013;179.984;pop;0.772;7;-4.821
Avril Lavigne;Complicated;244506;2002;77.987;pop;0.776;5;-5.898
Muse;Supermassive Black Hole;212439;2006;120.0;rock;0.921;7;-3.727
Katy Perry;E.T.;229573;2012;151.684;pop;0.869;1;-5.252
Thirty Seconds To Mars;The Kill;231533;2005;182.99;rock;0.912;4;-3.881
LL Cool J;Headsprung;267320;2004;99.916;hip hop, pop, R&B;0.786;0;-5.76
Rag'n'Bone Man;Skin;239626;2017;170.661;R&B;0.745;0;-7.733
Ying Yang Twins;Wait (The Whisper Song);179160;2005;102.017;hip hop, pop;0.513;7;-13.203
Plies;Shawty (feat. T Pain);255413;2007;105.412;hip hop, pop, R&B;0.708;4;-5.926
Lady Gaga;Poker Face;237200;2008;118.999;pop;0.806;4;-4.62
Clean Bandit;Rockabye (feat. Sean Paul & Anne-Marie);251088;2016;101.965;pop, Dance/Electronic;0.763;9;-4.068
Papa Roach;Scars;208199;2004;89.782;rock, metal;0.929;11;-3.295
Calvin Harris;We'll Be Coming Back (feat. Example);234360;2012;127.945;hip hop, pop, Dance/Electronic;0.952;7;-4.364
Kelis;Milkshake;182626;2003;112.968;pop, R&B, Dance/Electronic;0.774;1;-6.068
Marshmello;Spotlight;177600;2018;150.06;pop, Dance/Electronic;0.822;7;-4.483
Petey Pablo;Freek-A-Leek;235186;2003;104.917;hip hop, pop;0.697;2;-3.716
Lil Wayne;Love Me;255053;2013;124.906;hip hop, pop;0.634;11;-6.476
Katy Perry;This Is How We Do;204285;2013;96.0;pop;0.636;9;-6.028
Atomic Kitten;Eternal Flame - Single Version;195506;2001;83.293;pop;0.581;0;-6.867
David Guetta;Bad (feat. Vassy) - Radio Edit;170625;2014;127.966;hip hop, pop, Dance/Electronic;0.972;5;-3.927
Twenty One Pilots;Ride;214506;2015;74.989;rock;0.713;6;-5.355
Disclosure;White Noise;277687;2013;119.978;pop, Dance/Electronic;0.844;10;-6.164
David Guetta;Where Them Girls At (feat. Nicki Minaj & Flo Rida);194840;2012;129.884;hip hop, pop, Dance/Electronic;0.876;3;-3.078
Bow Wow;Outta My System (feat. T-Pain & Johntá Austin);238266;2006;83.998;hip hop, pop, R&B;0.59;6;-6.957
